menu_index,timestamp_utc,replay_id,team_id,opponent_id,player_id
0,2025-11-27 11:53:36 UTC,08RPQUGC9RU8,RLCYY2JL2,VYRCUCY9G,RLCYY2JL2
1,2025-11-27 05:31:28 UTC,08RPQUQ2RYY8,RLCYY2JL2,VCY9PV8CY,RLCYY2JL2
2,2025-11-26 20:43:51 UTC,08RPQUP0U2LR,RLCYY2JL2,20Y8URRPRC,RLCYY2JL2
3,2025-11-26 05:39:14 UTC,00CPUPCP2Q0Q,RLCYY2JL2,UCJV0GQJ9,RLCYY2JL2
4,2025-11-25 14:49:03 UTC,08RPQCLYG0JY,RLCYY2JL2,VYRU8JPQP,RLCYY2JL2
23,2025-11-23 04:56:32 UTC,08RPQJ00YVR2,RLCYY2JL2,VYRJVL0G9,RLCYY2JL2
0,2025-11-28 05:46:04 UTC,00PY0PYV98J8,UUGV09C28,LQURQP2J0,UUGV09C28
1,2025-11-28 05:41:20 UTC,00PY0PYUV9VQ,UUGV09C28,20PYQRCVQ9,UUGV09C28
2,2025-11-28 04:57:54 UTC,00PY0PYJYPQG,UUGV09C28,VCLG0LUC8,UUGV09C28
3,2025-11-28 04:52:22 UTC,00PY0PYJ0G0J,UUGV09C28,VYJJG202L,UUGV09C28
4,2025-11-27 13:21:59 UTC,00PY09UVVQ88,UUGV09C28,VL0JRRYGJ,UUGV09C28
5,2025-11-27 13:17:36 UTC,00PY09UVQJ9U,UUGV09C28,G800LV98U,UUGV09C28
6,2025-11-27 13:13:02 UTC,09P9CVPVQLGU,UUGV09C28,20YQC2U82G,UUGV09C28
7,2025-11-27 13:09:18 UTC,00PY09UUJV82,UUGV09C28,VL2VUQC98,UUGV09C28
8,2025-11-27 04:50:08 UTC,00PY09JQJGQR,UUGV09C28,VYJ0J2VV9,UUGV09C28
9,2025-11-26 16:28:34 UTC,09P9CUCJQJLC,UUGV09C28,20CG8P00UL,UUGV09C28
10,2025-11-26 16:25:22 UTC,08QPQUCL0RGP,UUGV09C28,V88PJ02VR,UUGV09C28
11,2025-11-26 16:23:37 UTC,00PY09YL90YY,UUGV09C28,VYRVCJLG9,UUGV09C28
12,2025-11-26 05:50:48 UTC,00GPU9U9YPQG,UUGV09C28,UQ8PUGV2L,UUGV09C28
13,2025-11-26 05:44:36 UTC,02GPCQCVUY8R,UUGV09C28,JLR0YQUYG,UUGV09C28
14,2025-11-26 05:40:19 UTC,00PY092UPYL0,UUGV09C28,20Y8U0GLYP,UUGV09C28
15,2025-11-26 05:35:15 UTC,00PY092U02VQ,UUGV09C28,200G9U8G99,UUGV09C28
16,2025-11-25 16:02:29 UTC,00PY08J9G2Q8,UUGV09C28,Q0JLJ88V8,UUGV09C28
17,2025-11-25 15:53:13 UTC,02JPCQ0VGCCV,UUGV09C28,UC92999J,UUGV09C28
18,2025-11-25 15:42:40 UTC,00PY08J2992G,UUGV09C28,RL9CRCP9Y,UUGV09C28
19,2025-11-25 15:36:59 UTC,00PY08J0QUUV,UUGV09C28,VYJP80U9V,UUGV09C28
20,2025-11-25 15:33:27 UTC,00PY08J0882R,UUGV09C28,20VYUL88JV,UUGV09C28
21,2025-11-25 05:55:36 UTC,00PY08LJ0CGJ,UUGV09C28,VL2J0YQ28,UUGV09C28
22,2025-11-24 19:47:58 UTC,00PY088CV98Q,UUGV09C28,VL888Y00J,UUGV09C28
0,2025-11-22 14:15:07 UTC,09L9CUPRJ0YY,UUGV09C28,20GCY8PCCJ,UUGV09C28
1,2025-11-20 15:51:14 UTC,022PV2UU8RCU,UUGV09C28,U22VQY8LC,UUGV09C28
2,2025-11-14 13:24:13 UTC,00PPVRLYL0Y9,UUGV09C28,VV2VRYCQV,UUGV09C28
0,2025-11-26 12:44:18 UTC,09G9Y9R9JCCP,VPYY2R9C8,20QV9Y00RP,VPYY2R9C8
1,2025-11-25 19:40:23 UTC,09U9Y9CYPQPJ,"VPY98GLUR,VPYY2R9C8","CVL0VP2J2,20GVRLVGPL",VPYY2R9C8
2,2025-11-25 19:37:51 UTC,028PUJYQ9L9V,"QV9LUY8UC,VPYY2R9C8","VU88U9CRC,VPVGQYL99",VPYY2R9C8
3,2025-11-25 19:32:06 UTC,028PUJYLG2Q9,VPYY2R9C8,20UPQ8Q9C9,VPYY2R9C8
4,2025-11-25 19:27:46 UTC,028PUJYL22J9,VPYY2R9C8,VPC2PG992,VPYY2R9C8
5,2025-11-25 19:23:44 UTC,08QPQUP22LCP,VPYY2R9C8,20PYCRPGUC,VPYY2R9C8
6,2025-11-24 16:11:08 UTC,028PURGGLGR0,VPYY2R9C8,20RQLGUC8C,VPYY2R9C8
7,2025-11-22 19:35:46 UTC,028PUGLJJ0JL,VPYY2R9C8,209UC92YPC,VPYY2R9C8
14,2025-11-22 09:56:52 UTC,028PUG8P82QL,VPYY2R9C8,VPLJLCGQP,VPYY2R9C8
16,2025-11-22 09:48:10 UTC,028PUG89QLCG,VPYY2R9C8,VPYV0YGUC,VPYY2R9C8
17,2025-11-22 09:44:06 UTC,028PUG899GUR,VPYY2R9C8,VPLCV2PYQ,VPYY2R9C8
