menu_index,timestamp_utc,replay_id,team_id,opponent_id,player_id
0,2025-11-27 16:01:49 UTC,09P9CVL8RP9J,20QCCV29GJ,UYVL9U0Y2,20QCCV29GJ
1,2025-11-27 15:58:09 UTC,09P9CVL89LCR,20QCCV29GJ,VU2CQGJQ2,20QCCV29GJ
2,2025-11-27 15:54:09 UTC,08PPJ90RUR2P,20QCCV29GJ,20P2VJRUP0,20QCCV29GJ
3,2025-11-25 19:01:21 UTC,02JPCQ8QQV92,20QCCV29GJ,VYJYQYJ0G,20QCCV29GJ
4,2025-11-25 18:58:57 UTC,09P9CUP9VQ92,20QCCV29GJ,20Y8JLYRRY,20QCCV29GJ
5,2025-11-25 18:55:02 UTC,09P9CUP9Q9UL,20QCCV29GJ,VPQVU888V,20QCCV29GJ
6,2025-11-25 18:50:28 UTC,09P9CUP8VV9V,20QCCV29GJ,20Y82YVVV2,20QCCV29GJ
7,2025-11-25 18:47:15 UTC,09P9CUP8GRUJ,20QCCV29GJ,UYJCGCCCR,20QCCV29GJ
8,2025-11-25 18:43:16 UTC,09P9CUP889C2,20QCCV29GJ,UCU889UYR,20QCCV29GJ
9,2025-11-25 18:39:27 UTC,0929V2V9P8U8,20QCCV29GJ,VQ9U8CRR2,20QCCV29GJ
10,2025-11-25 05:28:55 UTC,09P9CCVP90VL,20QCCV29GJ,20YJLVYVRJ,20QCCV29GJ
11,2025-11-24 16:51:56 UTC,09P9CCG9YLV0,20QCCV29GJ,VLCP88JC0,20QCCV29GJ
12,2025-11-24 16:48:38 UTC,0999CV00U29V,20QCCV29GJ,20RJQUP0QC,20QCCV29GJ
13,2025-11-24 16:40:37 UTC,09P9CCG82Q80,20QCCV29GJ,20RCVYJR90,20QCCV29GJ
14,2025-11-24 16:36:27 UTC,009Y09PRRPUY,20QCCV29GJ,VYGVGQUQR,20QCCV29GJ
15,2025-11-24 16:30:49 UTC,08JPQCQURQ00,20QCCV29GJ,VPCJ990YG,20QCCV29GJ
16,2025-11-24 16:26:54 UTC,08JPQCQU9YJL,20QCCV29GJ,20Y82RCUCP,20QCCV29GJ
17,2025-11-24 16:22:14 UTC,02PPUR2PG808,20QCCV29GJ,CL0L2J0JL,20QCCV29GJ
0,2025-11-22 10:48:07 UTC,020PU2Q0JJCG,V0LURLG20,VPYCLGYP8,V0LURLG20
1,2025-11-22 10:45:12 UTC,02CPJ890P90U,V0LURLG20,VUU9L2VQC,V0LURLG20
2,2025-11-22 10:41:32 UTC,020PU2Q09U02,V0LURLG20,VPYU2CPPL,V0LURLG20
3,2025-11-22 10:38:22 UTC,020PU2Q00QQC,V0LURLG20,VPYC9LQYQ,V0LURLG20
4,2025-11-22 10:35:09 UTC,002Y02CUQJYG,V0LURLG20,VY2JVVGP2,V0LURLG20
5,2025-11-22 10:31:59 UTC,020PU2LVQUY2,V0LURLG20,VPYR922PR,V0LURLG20
6,2025-11-22 10:28:31 UTC,020PU2LVPP2V,V0LURLG20,VPYJJ0YJJ,V0LURLG20
7,2025-11-22 10:25:21 UTC,020PU2LV202C,V0LURLG20,VPLUUY0UQ,V0LURLG20
8,2025-11-21 18:50:28 UTC,020PU22P9PGU,V0LURLG20,VPL0C9CY8,V0LURLG20
9,2025-11-21 18:45:37 UTC,02GPCPVJLQGY,V0LURLG20,V9UP8YGPL,V0LURLG20
10,2025-11-21 18:40:24 UTC,0929UVYQLU0P,V0LURLG20,20QUQRG0P9,V0LURLG20
11,2025-11-21 18:36:33 UTC,09C9Y2R8082U,V0LURLG20,8QUYV9RGR,V0LURLG20
12,2025-11-21 18:33:04 UTC,02GPCPVGV0CU,V0LURLG20,VP880V0R0,V0LURLG20
13,2025-11-21 18:29:50 UTC,00JPU8VYJCPV,V0LURLG20,8UL89PGC0,V0LURLG20
14,2025-11-21 18:26:39 UTC,02YPUQ20P9CR,V0LURLG20,V8JGUG02Y,V0LURLG20
15,2025-11-21 18:22:59 UTC,020PU220CCUC,V0LURLG20,20RQ0PV0YJ,V0LURLG20
16,2025-11-21 18:19:08 UTC,0999CC89V8U2,V0LURLG20,20C02YGGC9,V0LURLG20
17,2025-11-21 18:15:30 UTC,020PU20VUJUU,V0LURLG20,VPY9V9P8R,V0LURLG20
18,2025-11-21 16:23:10 UTC,020PU0VVCQ29,V0LURLG20,20Q9LR8VVR,V0LURLG20
19,2025-11-21 16:19:58 UTC,020PU0VVYC2L,V0LURLG20,VUUVJ9R2L,V0LURLG20
20,2025-11-21 15:32:02 UTC,020PU0VQY98J,V0LURLG20,UJ08JG9C0,V0LURLG20
21,2025-11-21 15:26:54 UTC,020PU0VLJYPC,V0LURLG20,VVGV2CP9C,V0LURLG20
22,2025-11-21 15:23:43 UTC,020PU0VLY089,V0LURLG20,20G9PLPCY8,V0LURLG20
