menu_index,timestamp_utc,replay_id,team_id,opponent_id,player_id
0,2025-11-23 14:40:58 UTC,00YPU8L8GVJV,UUUC8LR2C,YQ22JL98V,UUUC8LR2C
1,2025-11-23 14:35:39 UTC,00VPU928LJ20,UUUC8LR2C,UUGRQYLRQ,UUUC8LR2C
2,2025-11-23 14:31:21 UTC,00VPU92802RC,UUUC8LR2C,V00QLJ0LG,UUUC8LR2C
3,2025-11-23 14:27:04 UTC,009Y08R829VC,UUUC8LR2C,2UQ8URVL9,UUUC8LR2C
4,2025-11-23 14:24:40 UTC,00VPU9229J2L,UUUC8LR2C,20L008UQ28,UUUC8LR2C
5,2025-11-23 14:20:58 UTC,00VPU920U0JC,UUUC8LR2C,JR2VU0G92,UUUC8LR2C
6,2025-11-23 14:17:40 UTC,0989UVLG2VCY,UUUC8LR2C,20YRVV22VJ,UUUC8LR2C
7,2025-11-23 14:11:52 UTC,00VPU90VUYG0,UUUC8LR2C,200UYCYVRJ,UUUC8LR2C
8,2025-11-23 14:08:58 UTC,09G9Y2UQ0YQC,UUUC8LR2C,20PCVPVVRG,UUUC8LR2C
9,2025-11-23 14:05:34 UTC,008Y02GQGVV0,UUUC8LR2C,UPJ2GY808,UUUC8LR2C
10,2025-11-23 14:03:38 UTC,00VPU90V0P0P,UUUC8LR2C,UR9RQ8V2U,UUUC8LR2C
11,2025-11-23 14:00:06 UTC,00VPU90UR8P8,UUUC8LR2C,VQGRRYPC2,UUUC8LR2C
12,2025-11-23 13:55:44 UTC,02UPJ9PR92V9,UUUC8LR2C,88PPLVJJ,UUUC8LR2C
13,2025-11-23 13:51:56 UTC,08QPQJCUVYJQ,UUUC8LR2C,202PCPYLJQ,UUUC8LR2C
14,2025-11-22 16:01:22 UTC,09L9CUYG2Y9C,UUUC8LR2C,C88P0CJCL,UUUC8LR2C
15,2025-11-22 15:57:22 UTC,00VPU8LGQJVR,UUUC8LR2C,UCUCG0GYJ,UUUC8LR2C
16,2025-11-22 15:54:36 UTC,00VPU8LG8VJ8,UUUC8LR2C,UC9UGY09V,UUUC8LR2C
17,2025-11-22 15:51:05 UTC,00VPU8LQJUQ0,UUUC8LR2C,V982Y80QY,UUUC8LR2C
18,2025-11-22 15:47:42 UTC,00VPU8LQY2PG,UUUC8LR2C,VG2Q2CCL2,UUUC8LR2C
19,2025-11-22 15:45:14 UTC,00VPU8LQ0C2C,UUUC8LR2C,UV929UJQU,UUUC8LR2C
20,2025-11-22 15:41:25 UTC,00VPU8LLG9YR,UUUC8LR2C,JULP0GRGG,UUUC8LR2C
21,2025-11-22 15:37:57 UTC,00YPU2CYRCJQ,UUUC8LR2C,J8C9Q2PQC,UUUC8LR2C
22,2025-11-22 15:34:30 UTC,00VPU8LYJYUJ,UUUC8LR2C,202C9V9JCV,UUUC8LR2C
23,2025-11-22 15:31:20 UTC,0929UVV9P909,UUUC8LR2C,V0JCJQ2CY,UUUC8LR2C
24,2025-11-22 15:25:45 UTC,00VPU8LPRG9Q,UUUC8LR2C,UJQYCUL9P,UUUC8LR2C
25,2025-11-22 15:21:13 UTC,08QPQJ9L9JGG,UUUC8LR2C,UJLRR0JRV,UUUC8LR2C
