menu_index,timestamp_utc,replay_id,team_id,opponent_id,player_id
0,2025-11-27 13:08:18 UTC,008Y0P2JULQ2,VPYLYPVLJ,20GLQRCRP2,VPYLYPVLJ
1,2025-11-27 13:04:48 UTC,09C9YY82UCL2,VPYLYPVLJ,20GLQRCRP2,VPYLYPVLJ
2,2025-11-27 13:02:05 UTC,00LPULL9LCV8,VPYLYPVLJ,V99V2CRRU,VPYLYPVLJ
3,2025-11-27 12:59:12 UTC,00LPULL99Y8R,VPYLYPVLJ,V99V2CRRU,VPYLYPVLJ
4,2025-11-27 12:55:14 UTC,008Y0P2RJ9YL,VPYLYPVLJ,20Y8QJQVQP,VPYLYPVLJ
5,2025-11-27 12:52:35 UTC,008Y0P2RLVVJ,VPYLYPVLJ,20RQPLUPQ9,VPYLYPVLJ
6,2025-11-25 13:49:30 UTC,008Y08U8L9P0,VPYLYPVLJ,VQYJ2VRYY,VPYLYPVLJ
7,2025-11-25 13:46:54 UTC,008Y08U88L82,VPYLYPVLJ,20VYJCJQG8,VPYLYPVLJ
8,2025-11-25 13:43:48 UTC,008Y08U2CVLC,VPYLYPVLJ,VQYGGVUYJ,VPYLYPVLJ
9,2025-11-24 17:58:58 UTC,008Y08PV2VVQ,VPYLYPVLJ,VL82G2982,VPYLYPVLJ
10,2025-11-24 17:54:55 UTC,008Y08PURY20,VPYLYPVLJ,VYJ2QGV0G,VPYLYPVLJ
11,2025-11-22 16:15:14 UTC,008Y020PYU28,VPYLYPVLJ,VPUP9Q0YP,VPYLYPVLJ
12,2025-11-22 15:49:46 UTC,008Y02028J2L,VPYLYPVLJ,VPYG2PQGJ,VPYLYPVLJ
13,2025-11-22 15:46:37 UTC,008Y0200C90C,VPYLYPVLJ,VPL2292UG,VPYLYPVLJ
14,2025-11-22 15:43:09 UTC,008Y0200Y80V,VPYLYPVLJ,VPCV8CQGV,VPYLYPVLJ
15,2025-11-15 13:21:15 UTC,008PVJY0CU8Y,VPYLYPVLJ,VPQRVUQJV,VPYLYPVLJ
16,2025-11-15 10:50:56 UTC,008PVJP2U9QL,VPYLYPVLJ,VPYJ9CJY0,VPYLYPVLJ
17,2025-11-14 10:21:02 UTC,008PVRGGLJUC,VPYLYPVLJ,VVPLRRVLJ,VPYLYPVLJ
18,2025-11-11 17:17:55 UTC,008PVQV9Y09U,VPYLYPVLJ,VYRY299QU,VPYLYPVLJ
19,2025-10-29 08:06:02 UTC,008PUV99PYQ8,VPYLYPVLJ,VL2QL0PPV,VPYLYPVLJ
20,2025-10-27 13:13:01 UTC,008PUCVRJ8U0,VPYLYPVLJ,VPCUJ2GYL,VPYLYPVLJ
21,2025-10-27 13:10:06 UTC,008PUCVRYC2L,VPYLYPVLJ,VPYRQGUJ2,VPYLYPVLJ
0,2025-11-25 19:33:57 UTC,002Y0P209UQL,UUP8Y0Y82,20GV229UCQ,UUP8Y0Y82
1,2025-11-25 19:29:47 UTC,09L9U0YR2LUG,UUP8Y0Y82,20RJQVQU0G,UUP8Y0Y82
2,2025-11-25 19:26:28 UTC,002Y0P0VYRRU,UUP8Y0Y82,20RRYQPQLV,UUP8Y0Y82
3,2025-11-25 19:22:57 UTC,00UPUPQ8YUUP,UUP8Y0Y82,V8Q9R0JGP,UUP8Y0Y82
4,2025-11-25 19:19:12 UTC,09Y9CVU8Y0CQ,UUP8Y0Y82,9YL2YVUGQ,UUP8Y0Y82
5,2025-11-25 19:14:39 UTC,002Y0P0U09PR,UUP8Y0Y82,QJY822VQU,UUP8Y0Y82
6,2025-11-25 19:10:31 UTC,002Y0P0CQGYL,UUP8Y0Y82,CJ08CRLUJ,UUP8Y0Y82
7,2025-11-25 19:05:02 UTC,00GPU9G8GLCV,UUP8Y0Y82,V89Q0PVL0,UUP8Y0Y82
0,2025-11-28 05:12:38 UTC,0929V9LU22JG,20QLQJYJ92,UYU99CY0Y,20QLQJYJ92
1,2025-11-27 20:32:31 UTC,0929V99GVC0R,20QLQJYJ92,9CJ0RRP29,20QLQJYJ92
2,2025-11-27 20:28:15 UTC,0929V99GQ209,20QLQJYJ92,9CJ0RRP29,20QLQJYJ92
3,2025-11-27 20:23:11 UTC,0929V99QUVR2,20QLQJYJ92,9CJ0RRP29,20QLQJYJ92
4,2025-11-27 20:19:21 UTC,0929V99QLCY8,20QLQJYJ92,9CJ0RRP29,20QLQJYJ92
5,2025-11-27 20:16:56 UTC,0929V99Q8UY0,20QLQJYJ92,9CJ0RRP29,20QLQJYJ92
6,2025-11-27 20:13:05 UTC,0929V99LJRP9,20QLQJYJ92,9CJ0RRP29,20QLQJYJ92
7,2025-11-27 20:09:05 UTC,0929V99LP9YL,20QLQJYJ92,9CJ0RRP29,20QLQJYJ92
8,2025-11-27 20:06:01 UTC,0929V99YV9YG,20QLQJYJ92,9CJ0RRP29,20QLQJYJ92
9,2025-11-27 20:02:05 UTC,08V9V8QRPPCP,20QLQJYJ92,9CJ0RRP29,20QLQJYJ92
10,2025-11-27 19:56:53 UTC,0929V99PUL8V,20QLQJYJ92,9CJ0RRP29,20QLQJYJ92
11,2025-11-27 19:23:52 UTC,0929V9920YY2,20QLQJYJ92,UYUL2YCPR,20QLQJYJ92
12,2025-11-27 19:15:11 UTC,0929V99009QC,20QLQJYJ92,VGUURY98R,20QLQJYJ92
13,2025-11-27 19:11:14 UTC,008Y0PPR9JCP,20QLQJYJ92,UJQULPYUL,20QLQJYJ92
14,2025-11-27 19:01:43 UTC,02GPCGCGQQCL,20QLQJYJ92,GLC0UU8QU,20QLQJYJ92
