menu_index,timestamp_utc,replay_id,team_id,opponent_id,player_id
0,2025-11-25 10:23:06 UTC,09U9Y9QYUPUL,VCPV0YQY2,20R9QG8QRU,VCPV0YQY2
1,2025-10-04 06:57:29 UTC,02VPQVQU9C0J,VCPV0YQY2,VCYRG09UG,VCPV0YQY2
0,2025-11-27 19:16:01 UTC,00CPUYC2PUGY,VPGQ0ULUC,90J8RU2C,VPGQ0ULUC
1,2025-11-27 19:12:45 UTC,00CPUYC0VQLY,VPGQ0ULUC,VYJL0Y09L,VPGQ0ULUC
2,2025-11-27 17:06:44 UTC,00CPUYRVVJUG,VPGQ0ULUC,20LCGL8L08,VPGQ0ULUC
3,2025-11-27 15:35:25 UTC,00CPUYR9YYCR,VPGQ0ULUC,VL0LLR8G9,VPGQ0ULUC
4,2025-11-27 15:32:02 UTC,00CPUYR9028P,VPGQ0ULUC,VL0LLR8G9,VPGQ0ULUC
5,2025-11-27 15:29:27 UTC,02YPUJCJQCP9,VPGQ0ULUC,VL0LLR8G9,VPGQ0ULUC
6,2025-11-27 15:26:11 UTC,00CPUYR8PCVY,VPGQ0ULUC,VL0LLR8G9,VPGQ0ULUC
7,2025-11-27 14:22:42 UTC,00CPUYGRR9QV,VPGQ0ULUC,20PR0RYPU8,VPGQ0ULUC
8,2025-11-27 14:19:04 UTC,09L9U2LQU80V,VPGQ0ULUC,20UR80LY0U,VPGQ0ULUC
9,2025-11-27 14:15:00 UTC,008Y0P8992U0,VPGQ0ULUC,VP8UJ8LLL,VPGQ0ULUC
10,2025-11-27 14:09:20 UTC,00CPUYGGPG9R,VPGQ0ULUC,20CYUQ2PUG,VPGQ0ULUC
11,2025-11-27 14:06:30 UTC,00CPUYGG0JPQ,VPGQ0ULUC,20YP9CGQP2,VPGQ0ULUC
12,2025-11-27 13:04:21 UTC,00CPUYG88PR8,VPGQ0ULUC,URVYU0P2Q,VPGQ0ULUC
13,2025-11-27 13:00:10 UTC,00QPULPJG2YC,VPGQ0ULUC,LJG8V0Q2V,VPGQ0ULUC
14,2025-11-27 12:56:40 UTC,00CPUYG2LVJR,VPGQ0ULUC,VLQUQ98UR,VPGQ0ULUC
15,2025-11-27 12:51:35 UTC,08YPJ9GR0U0P,VPGQ0ULUC,20PGYGYCPY,VPGQ0ULUC
16,2025-11-27 12:47:44 UTC,00CPUYG0J0P2,VPGQ0ULUC,VQPCR0YJL,VPGQ0ULUC
17,2025-11-27 12:41:44 UTC,00CPUYG08RUJ,VPGQ0ULUC,20GR0V0P2Q,VPGQ0ULUC
18,2025-11-27 12:37:28 UTC,00CPUYQVCGQ9,VPGQ0ULUC,VL89CQP2U,VPGQ0ULUC
19,2025-11-27 05:29:03 UTC,00CPUYL09RQ9,VPGQ0ULUC,VL808092R,VPGQ0ULUC
20,2025-11-26 20:19:40 UTC,00CPUY8JLR9L,VPGQ0ULUC,VLRCPVQPC,VPGQ0ULUC
21,2025-11-26 20:13:33 UTC,00CPUY8RCL8C,VPGQ0ULUC,20CGPU9YG0,VPGQ0ULUC
22,2025-11-26 18:13:11 UTC,00CPUY2J0J9V,VPGQ0ULUC,20RLJQYRRR,VPGQ0ULUC
23,2025-11-26 17:18:30 UTC,00CPUY29RJ98,VPGQ0ULUC,UR8LUJR8L,VPGQ0ULUC
24,2025-11-26 17:13:25 UTC,00CPUY292G2Q,VPGQ0ULUC,VYJ8P0R8Y,VPGQ0ULUC
25,2025-11-26 17:10:40 UTC,00CPUY28C2LQ,VPGQ0ULUC,CGJRG9LRG,VPGQ0ULUC
26,2025-11-26 15:09:59 UTC,00CPUY0929G8,VPGQ0ULUC,20G2Y8UJ90,VPGQ0ULUC
27,2025-11-26 15:05:40 UTC,00CPUY08GCYP,VPGQ0ULUC,VL0LLR8G9,VPGQ0ULUC
28,2025-11-26 15:01:46 UTC,02YPUJ8RRU9Q,VPGQ0ULUC,VL0LLR8G9,VPGQ0ULUC
29,2025-11-26 14:58:14 UTC,02YPUJ8RPR0Q,VPGQ0ULUC,VL0LLR8G9,VPGQ0ULUC
0,2025-11-24 19:22:58 UTC,00CPU9U99PJQ,VPGQ0ULUC,VC2JGVL9Y,VPGQ0ULUC
1,2025-11-24 19:17:49 UTC,00CPU9U8GU9V,VPGQ0ULUC,200GP9JP99,VPGQ0ULUC
2,2025-11-24 19:13:39 UTC,00CPU9U8828P,VPGQ0ULUC,VYJ8CVJJC,VPGQ0ULUC
3,2025-11-24 19:10:09 UTC,00CPU9U2JLRR,VPGQ0ULUC,VL0LLR8G9,VPGQ0ULUC
4,2025-11-24 19:05:38 UTC,02YPUR0QPJR2,VPGQ0ULUC,VL0LLR8G9,VPGQ0ULUC
5,2025-11-24 19:00:22 UTC,02YPUR0LJPRP,VPGQ0ULUC,VL0LLR8G9,VPGQ0ULUC
6,2025-11-24 18:56:18 UTC,02YPUR0L9RV0,VPGQ0ULUC,VL0LLR8G9,VPGQ0ULUC
7,2025-11-24 18:51:07 UTC,02YPUR0YR9QL,VPGQ0ULUC,VL0LLR8G9,VPGQ0ULUC
8,2025-11-24 16:37:18 UTC,02YPUGVP98P8,VPGQ0ULUC,VL0LLR8G9,VPGQ0ULUC
9,2025-11-24 15:40:55 UTC,00CPU9JL09LY,VPGQ0ULUC,20RQLJ0R9Y,VPGQ0ULUC
0,2025-11-24 15:37:25 UTC,00CPU9JYGVUR,VPGQ0ULUC,VYRC892CQ,VPGQ0ULUC
1,2025-11-24 14:35:49 UTC,00CPU9RVLQGQ,VPGQ0ULUC,VYJ9GLGGQ,VPGQ0ULUC
2,2025-11-24 14:29:18 UTC,00CPU9RUCC9V,VPGQ0ULUC,20LYUCVQ02,VPGQ0ULUC
3,2025-11-24 14:24:13 UTC,00CPU9RUY09G,VPGQ0ULUC,200G8J9UQ9,VPGQ0ULUC
4,2025-11-24 14:02:53 UTC,00CPU9RJYQUJ,VPGQ0ULUC,VYJ8JGJPG,VPGQ0ULUC
5,2025-11-24 05:09:46 UTC,08RPQJR20J9R,VPGQ0ULUC,20PVGCPVLV,VPGQ0ULUC
6,2025-11-23 18:11:43 UTC,00CPU99Y8VP8,VPGQ0ULUC,VPURLJQ9V,VPGQ0ULUC
