menu_index,timestamp_utc,replay_id,team_id,opponent_id,player_id
0,2025-11-27 09:47:16 UTC,00LPULY90QCG,V8C8YJV9G,PV2VUVRP,V8C8YJV9G
1,2025-11-27 09:44:00 UTC,09G9YP8CR00Q,V8C8YJV9G,JG9G28Y88,V8C8YJV9G
2,2025-11-27 09:38:43 UTC,09C9YY22LURQ,V8C8YJV9G,JCY20G229,V8C8YJV9G
3,2025-11-27 09:35:04 UTC,08YPJ9QGC9YL,V8C8YJV9G,PPCUV2CC,V8C8YJV9G
4,2025-11-27 09:30:41 UTC,02GPCGQRGPCV,V8C8YJV9G,2VJY0JC2U,V8C8YJV9G
5,2025-11-27 07:33:24 UTC,08CPQU9Q20LJ,V8C8YJV9G,LV8LLGUJC,V8C8YJV9G
6,2025-11-27 07:28:18 UTC,08JPQV9L0JL2,V8C8YJV9G,J8PLQ0CL,V8C8YJV9G
7,2025-11-27 07:22:56 UTC,08JPQV9YJYYR,V8C8YJV9G,UPVGPVLCV,V8C8YJV9G
8,2025-11-27 07:19:28 UTC,08JPQV9YQQ0L,V8C8YJV9G,VV8G88PJG,V8C8YJV9G
9,2025-11-27 07:15:01 UTC,08JPQV9Y9UVQ,V8C8YJV9G,VC8LGRJPL,V8C8YJV9G
10,2025-11-27 07:11:17 UTC,08JPQV9Y0UGJ,V8C8YJV9G,R2Y2U0CYY,V8C8YJV9G
11,2025-11-27 06:55:36 UTC,08JPQV9P82QC,V8C8YJV9G,LQY92RVPG,V8C8YJV9G
12,2025-11-27 06:52:55 UTC,08JPQV99VC0V,V8C8YJV9G,PP8G2VVYG,V8C8YJV9G
13,2025-11-27 06:47:43 UTC,02GPCGQ028GL,V8C8YJV9G,JYPQ09C0,V8C8YJV9G
14,2025-11-27 06:44:14 UTC,08JPQV99L90V,V8C8YJV9G,29CRRUJ82,V8C8YJV9G
15,2025-11-27 06:40:22 UTC,08JPQV998CR8,V8C8YJV9G,CVUJ29YVJ,V8C8YJV9G
16,2025-11-26 15:44:31 UTC,08JPQUCLPC9P,V8C8YJV9G,VGCGGP02Y,V8C8YJV9G
17,2025-11-26 04:26:27 UTC,00JPUYCJ029P,V8C8YJV9G,2P0UU2LGJ,V8C8YJV9G
18,2025-11-26 04:23:01 UTC,00QPUYQGCV09,V8C8YJV9G,JLC2QURG9,V8C8YJV9G
19,2025-11-26 04:19:45 UTC,08JPQUQV2VLL,V8C8YJV9G,U0UV80PC2,V8C8YJV9G
20,2025-11-26 04:14:18 UTC,08JPQUQUC9YV,V8C8YJV9G,2Q2U8UR80,V8C8YJV9G
21,2025-11-26 04:11:47 UTC,08JPQUQUR08P,V8C8YJV9G,8QCQ2L2C0,V8C8YJV9G
