menu_index,timestamp_utc,replay_id,team_id,opponent_id,player_id
13,2025-11-09 16:32:46 UTC,08JPQ80U9UQ9,V2UCVJ8R0,20JYC2C2JP,V2UCVJ8R0
14,2025-11-09 16:29:13 UTC,08JPQ80CCGGV,V2UCVJ8R0,20G9GUUV89,V2UCVJ8R0
15,2025-11-09 16:25:57 UTC,08JPQ80CYCV2,V2UCVJ8R0,20U2C2GGLV,V2UCVJ8R0
16,2025-11-09 16:22:44 UTC,08JPQ80C00GJ,V2UCVJ8R0,20Y9GRG9Y9,V2UCVJ8R0
17,2025-11-09 16:19:17 UTC,08JPQ80JQUYU,V2UCVJ8R0,VPYCPURQQ,V2UCVJ8R0
22,2025-11-08 19:48:14 UTC,08JPQ2Q9PRCL,V2UCVJ8R0,VPYRCUPRU,V2UCVJ8R0
25,2025-11-08 19:36:13 UTC,08JPQ2Q2UPV2,V2UCVJ8R0,20PLYCRR9J,V2UCVJ8R0
0,2025-11-26 18:49:26 UTC,09U9YPYLY2LL,CYQ9Q2R82,PJ20C9P20,CYQ9Q2R82
1,2025-11-24 17:22:15 UTC,00RPU990UC9C,CYQ9Q2R82,YPYGLLCUP,CYQ9Q2R82
0,2025-11-28 10:49:05 UTC,09R9YPQCVVUG,QC8YG9RY2,YY9RV2C8Y,QC8YG9RY2
1,2025-11-28 10:12:59 UTC,08RPQV9P82R9,QC8YG9RY2,R0G9UY02,QC8YG9RY2
2,2025-11-28 10:08:53 UTC,08JPQVV2PYR2,QC8YG9RY2,RJ9U29J0L,QC8YG9RY2
3,2025-11-28 05:20:48 UTC,028PUCV0UCG0,QC8YG9RY2,R8Y9GRP8U,QC8YG9RY2
4,2025-11-27 16:11:07 UTC,00YPUY08V20V,QC8YG9RY2,CVR9VL2VC,QC8YG9RY2
5,2025-11-27 16:06:19 UTC,09R9YP282L8P,QC8YG9RY2,UQVPCLPVY,QC8YG9RY2
6,2025-11-27 16:04:36 UTC,00JPULJ9G98R,QC8YG9RY2,P9GUJG9LJ,QC8YG9RY2
7,2025-11-27 14:59:13 UTC,09R9YP0GUUPY,QC8YG9RY2,VVJGQGR88,QC8YG9RY2
8,2025-11-27 14:56:01 UTC,09R9YP0GGPV9,QC8YG9RY2,VVL88V9UL,QC8YG9RY2
9,2025-11-27 14:55:01 UTC,00VPUYGRR0LY,QC8YG9RY2,GCLY2QU2,QC8YG9RY2
10,2025-11-27 14:51:50 UTC,08V9V8Y2RRJP,QC8YG9RY2,VLUU900GR,QC8YG9RY2
11,2025-11-27 14:50:27 UTC,00YPUPVQVUCV,QC8YG9RY2,LRQP2YC9Q,QC8YG9RY2
12,2025-11-27 14:47:10 UTC,09R9YP0QJ09Y,QC8YG9RY2,L9J99RUUC,QC8YG9RY2
13,2025-11-27 14:42:19 UTC,08QPQVYYY988,QC8YG9RY2,229PG0289,QC8YG9RY2
14,2025-11-27 14:40:45 UTC,09R9YP0Q22JR,QC8YG9RY2,20LRJL8928,QC8YG9RY2
15,2025-11-27 14:38:40 UTC,09R9YP0LU9LG,QC8YG9RY2,GLRLJR982,QC8YG9RY2
16,2025-11-27 14:36:03 UTC,02VPJLVQ9YV8,QC8YG9RY2,J9QJ9RQ2R,QC8YG9RY2
17,2025-11-27 14:30:43 UTC,09R9YP0L29GL,QC8YG9RY2,CPPRYLRVJ,QC8YG9RY2
18,2025-11-27 14:26:19 UTC,00RPUY0GYUL0,QC8YG9RY2,P8RJ0R8R,QC8YG9RY2
19,2025-11-27 14:24:44 UTC,08PPJ90099GU,QC8YG9RY2,8JGRUJRQJ,QC8YG9RY2
20,2025-11-27 14:19:25 UTC,09J9YYLC82LU,QC8YG9RY2,P0G8QYRRJ,QC8YG9RY2
21,2025-11-27 14:16:12 UTC,009Y0Y8JLJY0,QC8YG9RY2,2RRC9YCQV,QC8YG9RY2
22,2025-11-26 18:10:11 UTC,00UPUY2LL28G,QC8YG9RY2,9L9YCRPUU,QC8YG9RY2
23,2025-11-26 18:06:31 UTC,09R9Y9QRYJQG,QC8YG9RY2,VYJ8U8VPP,QC8YG9RY2
24,2025-11-26 18:03:04 UTC,09J9YY00U9VG,QC8YG9RY2,UQG2JPLVL,QC8YG9RY2
25,2025-11-26 17:59:48 UTC,09R9Y9QGR9Q2,QC8YG9RY2,L0LCY0RP,QC8YG9RY2
26,2025-11-26 14:32:24 UTC,09R9Y9L09UL0,QC8YG9RY2,UVLU08R9J,QC8YG9RY2
27,2025-11-26 14:29:00 UTC,02VPJLPGRU80,QC8YG9RY2,8PYC9JP9,QC8YG9RY2
28,2025-11-26 14:23:42 UTC,09R9Y9YVYVY8,QC8YG9RY2,9RV22R29J,QC8YG9RY2
29,2025-11-26 10:25:22 UTC,09R9Y9PG2JCU,QC8YG9RY2,VGQU88JCR,QC8YG9RY2
0,2025-11-20 10:05:26 UTC,09R9PVGL2RPQ,QC8YG9RY2,C9YQ9VPV8,QC8YG9RY2
1,2025-11-19 10:12:27 UTC,09G9PVP22U29,QC8YG9RY2,9PLLYQYY0,QC8YG9RY2
2,2025-11-19 10:08:56 UTC,09R9PV028V0Q,QC8YG9RY2,V2CYPV222,QC8YG9RY2
3,2025-11-19 10:03:38 UTC,09R9PV00UGJY,QC8YG9RY2,VYRCYG9L2,QC8YG9RY2
4,2025-11-19 10:01:22 UTC,00CPU0Y82P09,QC8YG9RY2,Y0LYGQL0C,QC8YG9RY2
5,2025-11-19 09:41:02 UTC,09R9PUVVGQRJ,QC8YG9RY2,PG2V9LR0L,QC8YG9RY2
6,2025-11-19 04:36:54 UTC,09R9PUUCYUUR,QC8YG9RY2,RRYPPUCL,QC8YG9RY2
7,2025-11-19 04:33:41 UTC,09R9PUUC9YPQ,QC8YG9RY2,VYUCRLQVV,QC8YG9RY2
8,2025-11-19 04:30:25 UTC,09R9PUUC0CYV,QC8YG9RY2,VL2G9G9JV,QC8YG9RY2
9,2025-11-18 09:36:20 UTC,09R9PUYL8RGQ,QC8YG9RY2,VG82UP9R,QC8YG9RY2
0,2025-11-18 09:31:37 UTC,09R9PUYYV0QJ,QC8YG9RY2,C000QPJ2Y,QC8YG9RY2
1,2025-11-18 05:11:34 UTC,02JPC8PL202G,QC8YG9RY2,GVC0J92YL,QC8YG9RY2
2,2025-11-18 05:08:21 UTC,09P9CQQYQCGR,QC8YG9RY2,9882U9UV0,QC8YG9RY2
3,2025-11-17 17:10:00 UTC,09R9PCVQUVUC,QC8YG9RY2,J0U9QG2QJ,QC8YG9RY2
4,2025-11-17 17:04:33 UTC,09R9PCVQP2GQ,QC8YG9RY2,R9LRCR29V,QC8YG9RY2
5,2025-11-17 17:00:11 UTC,00LPU082YQV2,QC8YG9RY2,CUGL9CQYU,QC8YG9RY2
6,2025-11-17 16:56:22 UTC,0999CGG8CYQC,QC8YG9RY2,U8LPP0R0R,QC8YG9RY2
7,2025-11-17 16:53:51 UTC,09R9PCVL0GLY,QC8YG9RY2,20U2U2P99J,QC8YG9RY2
8,2025-11-17 16:50:24 UTC,09R9PCVYGUUG,QC8YG9RY2,CJU0YPV0Q,QC8YG9RY2
